survived,pclass,sex,age,sibsp,parch,fare,embarked,embark_town,alone,deck_known,family_size,is_alone,fare_log,age_group
1,2,female,30.0,0,0,12.35,Q,Queenstown,True,0,1,1,2.5915163848462583,Young Adult
1,2,female,22.0,1,1,29.0,S,Southampton,False,0,3,0,3.4011973816621555,Young Adult
1,1,female,36.0,0,0,135.6333,C,Cherbourg,True,1,1,1,4.91730069488021,Adult
0,3,male,61.0,0,0,6.2375,S,Southampton,True,0,1,1,1.9792758428991135,Senior
1,2,female,36.0,0,0,13.0,S,Southampton,True,1,1,1,2.6390573296152584,Adult
1,3,female,31.0,1,1,20.525,S,Southampton,False,0,3,0,3.0692150503137943,Young Adult
1,1,female,16.0,0,1,57.9792,C,Cherbourg,False,1,2,0,4.077184839375167,Teen
1,3,female,,2,0,23.25,Q,Queenstown,False,0,3,0,3.188416617383492,
0,1,male,45.5,0,0,28.5,S,Southampton,True,1,1,1,3.3843902633457743,Adult
0,1,male,38.0,0,1,153.4625,S,Southampton,False,1,2,0,5.039951348430309,Adult
0,3,male,16.0,2,0,18.0,S,Southampton,False,0,3,0,2.9444389791664403,Teen
1,1,female,,1,0,133.65,S,Southampton,False,0,2,0,4.902678819257608,
0,1,male,29.0,1,0,66.6,S,Southampton,False,1,2,0,4.213607983048918,Young Adult
1,1,female,41.0,0,0,134.5,C,Cherbourg,True,1,1,1,4.908971640319756,Adult
1,3,male,45.0,0,0,8.05,S,Southampton,True,0,1,1,2.2027647577118348,Adult
0,1,male,45.0,0,0,35.5,S,Southampton,True,0,1,1,3.597312260588446,Adult
1,2,male,2.0,1,1,26.0,S,Southampton,False,1,3,0,3.295836866004329,Child
1,1,female,24.0,3,2,263.0,S,Southampton,False,1,6,0,5.575949103146316,Young Adult
0,2,male,28.0,0,0,13.0,S,Southampton,True,0,1,1,2.6390573296152584,Young Adult
0,2,male,36.0,0,0,13.0,S,Southampton,True,0,1,1,2.6390573296152584,Adult
1,2,female,24.0,0,0,13.0,S,Southampton,True,1,1,1,2.6390573296152584,Young Adult
1,2,female,40.0,0,0,13.0,S,Southampton,True,0,1,1,2.6390573296152584,Adult
1,3,female,,1,0,16.1,S,Southampton,False,0,2,0,2.8390784635086144,
1,3,male,3.0,1,1,15.9,S,Southampton,False,0,3,0,2.8273136219290276,Child
0,3,male,42.0,0,0,8.6625,S,Southampton,True,0,1,1,2.2682524139135403,Adult
0,3,male,23.0,0,0,9.225,S,Southampton,True,0,1,1,2.3248357019288655,Young Adult
0,1,male,,0,0,35.0,S,Southampton,True,1,1,1,3.58351893845611,
0,3,male,15.0,1,1,7.2292,C,Cherbourg,False,0,3,0,2.1076888046179385,Teen
0,3,male,25.0,1,0,17.8,S,Southampton,False,0,2,0,2.9338568698359038,Young Adult
1,1,female,22.0,0,1,55.0,S,Southampton,False,1,2,0,4.02535169073515,Young Adult
0,2,female,38.0,0,0,13.0,S,Southampton,True,0,1,1,2.6390573296152584,Adult
0,3,male,40.0,1,4,27.9,S,Southampton,False,0,6,0,3.3638415951183864,Adult
0,2,male,29.0,1,0,27.7208,C,Cherbourg,False,0,2,0,3.357621598945279,Young Adult
0,3,female,45.0,0,1,14.4542,C,Cherbourg,False,0,2,0,2.737880811060884,Adult
0,3,male,35.0,0,0,7.05,S,Southampton,True,0,1,1,2.0856720914304723,Young Adult
0,3,male,30.0,0,0,7.25,S,Southampton,True,0,1,1,2.1102132003465894,Young Adult
1,1,female,60.0,1,0,75.25,C,Cherbourg,False,1,2,0,4.334017415487521,Adult
1,3,female,,0,0,7.2292,C,Cherbourg,True,0,1,1,2.1076888046179385,
1,1,female,24.0,0,0,69.3,C,Cherbourg,True,1,1,1,4.252771798816619,Young Adult
1,1,male,25.0,1,0,55.4417,C,Cherbourg,False,1,2,0,4.0332082470129285,Young Adult
0,3,male,18.0,1,0,6.4958,S,Southampton,False,0,2,0,2.0143428636837015,Teen
0,3,male,19.0,0,0,8.05,S,Southampton,True,0,1,1,2.2027647577118348,Young Adult
0,1,male,22.0,0,0,135.6333,C,Cherbourg,True,0,1,1,4.91730069488021,Young Adult
0,3,female,3.0,3,1,21.075,S,Southampton,False,0,5,0,3.0944457464900235,Child
1,1,female,,1,0,82.1708,C,Cherbourg,False,0,2,0,4.420896324687287,
1,3,female,22.0,0,0,7.25,S,Southampton,True,0,1,1,2.1102132003465894,Young Adult
0,1,male,27.0,0,2,211.5,C,Cherbourg,False,1,3,0,5.358941988364472,Young Adult
0,3,male,20.0,0,0,4.0125,C,Cherbourg,True,0,1,1,1.6119347926326877,Young Adult
0,3,male,19.0,0,0,7.775,S,Southampton,True,0,1,1,2.1719067693519296,Young Adult
1,1,female,42.0,0,0,227.525,C,Cherbourg,True,0,1,1,5.4316456135398825,Adult
1,3,female,1.0,0,2,15.7417,C,Cherbourg,False,0,3,0,2.817902613071225,Child
0,3,male,32.0,0,0,7.925,S,Southampton,True,0,1,1,2.188856327665703,Young Adult
1,1,female,35.0,1,0,52.0,S,Southampton,False,0,2,0,3.970291913552122,Young Adult
0,2,male,18.0,0,0,73.5,S,Southampton,True,0,1,1,4.310799125385514,Teen
0,3,male,1.0,5,2,46.9,S,Southampton,False,0,8,0,3.8691155044168695,Child
1,2,female,36.0,0,0,13.0,S,Southampton,True,0,1,1,2.6390573296152584,Adult
0,3,male,,0,0,7.7292,Q,Queenstown,True,0,1,1,2.1666737276227077,
1,2,female,17.0,0,0,12.0,C,Cherbourg,True,0,1,1,2.5649493574615367,Teen
1,1,male,36.0,1,2,120.0,S,Southampton,False,1,4,0,4.795790545596741,Adult
1,3,male,21.0,0,0,7.7958,S,Southampton,True,0,1,1,2.174274334826008,Young Adult
0,3,male,28.0,2,0,7.925,S,Southampton,False,0,3,0,2.188856327665703,Young Adult
1,1,female,23.0,1,0,113.275,C,Cherbourg,False,1,2,0,4.738607824217808,Young Adult
1,3,female,24.0,0,2,16.7,S,Southampton,False,1,3,0,2.8735646395797834,Young Adult
0,3,male,22.0,0,0,7.7958,S,Southampton,True,0,1,1,2.174274334826008,Young Adult
0,3,female,31.0,0,0,7.8542,S,Southampton,True,0,1,1,2.180891922715322,Young Adult
0,2,male,46.0,0,0,26.0,S,Southampton,True,0,1,1,3.295836866004329,Adult
0,2,male,23.0,0,0,10.5,S,Southampton,True,0,1,1,2.4423470353692043,Young Adult
1,2,female,28.0,0,0,12.65,S,Southampton,True,0,1,1,2.613739521630969,Young Adult
1,3,male,39.0,0,0,7.925,S,Southampton,True,0,1,1,2.188856327665703,Adult
0,3,male,26.0,0,0,8.05,S,Southampton,True,0,1,1,2.2027647577118348,Young Adult
0,3,female,21.0,1,0,9.825,S,Southampton,False,0,2,0,2.3818582738885534,Young Adult
0,3,male,28.0,1,0,15.85,S,Southampton,False,0,2,0,2.8243506567983707,Young Adult
0,3,female,20.0,0,0,8.6625,S,Southampton,True,0,1,1,2.2682524139135403,Young Adult
0,2,male,34.0,1,0,21.0,S,Southampton,False,0,2,0,3.091042453358316,Young Adult
0,3,male,51.0,0,0,7.75,S,Southampton,True,0,1,1,2.169053700369523,Adult
1,2,male,3.0,1,1,18.75,S,Southampton,False,0,3,0,2.9831534913471307,Child
0,3,male,21.0,0,0,7.775,S,Southampton,True,0,1,1,2.1719067693519296,Young Adult
0,3,male,,0,0,6.8583,Q,Queenstown,True,0,1,1,2.061570298060867,
1,1,female,33.0,1,0,90.0,Q,Queenstown,False,1,2,0,4.51085950651685,Young Adult
1,3,male,44.0,0,0,7.925,S,Southampton,True,0,1,1,2.188856327665703,Adult
0,3,female,,0,0,8.05,S,Southampton,True,0,1,1,2.2027647577118348,
1,2,female,34.0,1,1,32.5,S,Southampton,False,0,3,0,3.5115454388310208,Young Adult
1,2,female,18.0,0,2,13.0,S,Southampton,False,0,3,0,2.6390573296152584,Teen
0,3,female,10.0,0,2,24.15,S,Southampton,False,0,3,0,3.224857896545748,Child
0,3,male,21.0,0,0,7.7333,Q,Queenstown,True,0,1,1,2.167143305297764,Young Adult
0,3,male,29.0,0,0,7.875,S,Southampton,True,0,1,1,2.1832383353614797,Young Adult
0,3,female,28.0,1,1,14.4,S,Southampton,False,0,3,0,2.7343675094195836,Young Adult
0,3,male,18.0,1,1,20.2125,S,Southampton,False,0,3,0,3.0545906305603445,Teen
1,2,female,28.0,1,0,26.0,S,Southampton,False,0,2,0,3.295836866004329,Young Adult
1,2,female,19.0,0,0,26.0,S,Southampton,True,0,1,1,3.295836866004329,Young Adult
1,3,male,32.0,0,0,8.05,S,Southampton,True,1,1,1,2.2027647577118348,Young Adult
1,1,male,28.0,0,0,26.55,S,Southampton,True,1,1,1,3.3160025355989236,Young Adult
1,2,female,42.0,1,0,26.0,S,Southampton,False,0,2,0,3.295836866004329,Adult
0,3,male,17.0,0,0,7.125,S,Southampton,True,0,1,1,2.094945728215801,Teen
0,1,male,50.0,1,0,55.9,S,Southampton,False,1,2,0,4.041295341132285,Adult
1,1,female,14.0,1,2,120.0,S,Southampton,False,1,4,0,4.795790545596741,Teen
0,3,female,21.0,2,2,34.375,S,Southampton,False,0,5,0,3.5660053559634015,Young Adult
1,2,female,24.0,2,3,18.75,S,Southampton,False,0,6,0,2.9831534913471307,Young Adult
0,1,male,64.0,1,4,263.0,S,Southampton,False,1,6,0,5.575949103146316,Senior
0,2,male,31.0,0,0,10.5,S,Southampton,True,0,1,1,2.4423470353692043,Young Adult
1,2,female,45.0,1,1,26.25,S,Southampton,False,0,3,0,3.305053521109253,Adult
0,3,male,20.0,0,0,9.5,S,Southampton,True,0,1,1,2.3513752571634776,Young Adult
0,3,male,25.0,1,0,7.775,S,Southampton,False,0,2,0,2.1719067693519296,Young Adult
1,2,female,28.0,0,0,13.0,S,Southampton,True,0,1,1,2.6390573296152584,Young Adult
1,3,male,,0,0,8.1125,S,Southampton,True,0,1,1,2.2096470973347766,
1,1,male,4.0,0,2,81.8583,S,Southampton,False,1,3,0,4.417131919904876,Child
1,2,female,13.0,0,1,19.5,S,Southampton,False,0,2,0,3.0204248861443626,Teen
1,1,male,34.0,0,0,26.55,S,Southampton,True,0,1,1,3.3160025355989236,Young Adult
1,3,female,5.0,2,1,19.2583,C,Cherbourg,False,0,4,0,3.0085645861193133,Child
1,1,male,52.0,0,0,30.5,S,Southampton,True,1,1,1,3.449987545831587,Adult
0,2,male,36.0,1,2,27.75,S,Southampton,False,0,4,0,3.3586377672433594,Adult
0,3,male,,1,0,19.9667,S,Southampton,False,0,2,0,3.0429354648621407,
0,1,male,30.0,0,0,27.75,C,Cherbourg,True,1,1,1,3.3586377672433594,Young Adult
1,1,male,49.0,1,0,89.1042,C,Cherbourg,False,1,2,0,4.500966778400217,Adult
1,3,male,29.0,0,0,7.8958,C,Cherbourg,True,0,1,1,2.1855792552411137,Young Adult
0,1,male,65.0,0,0,26.55,S,Southampton,True,1,1,1,3.3160025355989236,Senior
1,1,female,,1,0,51.8625,S,Southampton,False,1,2,0,3.967694202798607,
1,2,female,50.0,0,0,10.5,S,Southampton,True,0,1,1,2.4423470353692043,Adult
1,1,male,48.0,0,0,26.55,S,Southampton,True,1,1,1,3.3160025355989236,Adult
0,3,male,34.0,0,0,8.05,S,Southampton,True,0,1,1,2.2027647577118348,Young Adult
0,1,male,47.0,0,0,38.5,S,Southampton,True,1,1,1,3.676300671907076,Adult
0,2,male,48.0,0,0,13.0,S,Southampton,True,0,1,1,2.6390573296152584,Adult
0,3,male,38.0,0,0,7.05,S,Southampton,True,0,1,1,2.0856720914304723,Adult
0,1,male,56.0,0,0,26.55,S,Southampton,True,0,1,1,3.3160025355989236,Adult
0,3,male,,0,0,7.725,Q,Queenstown,True,0,1,1,2.1661924680884908,
1,3,female,0.75,2,1,19.2583,C,Cherbourg,False,0,4,0,3.0085645861193133,Child
0,3,male,38.0,0,0,8.6625,S,Southampton,True,0,1,1,2.2682524139135403,Adult
1,2,female,33.0,1,2,27.75,S,Southampton,False,0,4,0,3.3586377672433594,Young Adult
1,2,female,23.0,0,0,13.7917,C,Cherbourg,True,1,1,1,2.694066212646058,Young Adult
0,3,female,22.0,0,0,9.8375,S,Southampton,True,0,1,1,2.3830123421066602,Young Adult
0,1,male,,0,0,52.0,S,Southampton,True,1,1,1,3.970291913552122,
0,3,male,29.0,1,0,7.0458,S,Southampton,False,0,2,0,2.0851502161468174,Young Adult
0,3,male,22.0,0,0,7.5208,S,Southampton,True,0,1,1,2.142510233146819,Young Adult
1,3,female,2.0,0,1,12.2875,S,Southampton,False,0,2,0,2.586823743668066,Child
0,3,male,9.0,5,2,46.9,S,Southampton,False,0,8,0,3.8691155044168695,Child
0,3,male,50.0,0,0,8.05,S,Southampton,True,0,1,1,2.2027647577118348,Adult
1,3,female,63.0,0,0,9.5875,S,Southampton,True,0,1,1,2.3596740599781727,Senior
1,1,male,25.0,1,0,91.0792,C,Cherbourg,False,1,2,0,4.5226490762785785,Young Adult
1,1,female,35.0,1,0,90.0,S,Southampton,False,1,2,0,4.51085950651685,Young Adult
0,1,male,58.0,0,0,29.7,C,Cherbourg,True,1,1,1,3.4242626545931514,Adult
1,3,male,9.0,1,1,15.9,S,Southampton,False,0,3,0,2.8273136219290276,Child
0,3,male,21.0,0,0,7.25,S,Southampton,True,0,1,1,2.1102132003465894,Young Adult
0,1,male,55.0,0,0,30.5,S,Southampton,True,1,1,1,3.449987545831587,Adult
0,1,male,71.0,0,0,49.5042,C,Cherbourg,True,0,1,1,3.922056501139853,Senior
0,3,male,,0,0,14.4583,C,Cherbourg,True,0,1,1,2.738146075922933,
1,1,female,54.0,1,0,78.2667,C,Cherbourg,False,1,2,0,4.37281811610993,Adult
0,3,male,,0,0,15.1,S,Southampton,True,0,1,1,2.7788192719904172,
0,1,female,25.0,1,2,151.55,S,Southampton,False,1,4,0,5.027492411162679,Young Adult
0,3,male,24.0,0,0,7.7958,S,Southampton,True,0,1,1,2.174274334826008,Young Adult
0,3,female,21.0,0,0,7.75,Q,Queenstown,True,0,1,1,2.169053700369523,Young Adult
0,3,female,,0,0,7.6292,Q,Queenstown,True,0,1,1,2.155151800914312,
0,3,female,37.0,0,0,9.5875,S,Southampton,True,0,1,1,2.3596740599781727,Adult
1,1,female,16.0,0,0,86.5,S,Southampton,True,1,1,1,4.471638793363569,Teen
0,1,male,18.0,1,0,108.9,C,Cherbourg,False,1,2,0,4.699570861409576,Teen
1,2,female,33.0,0,2,26.0,S,Southampton,False,0,3,0,3.295836866004329,Young Adult
1,1,male,,0,0,26.55,S,Southampton,True,0,1,1,3.3160025355989236,
0,3,male,28.0,0,0,22.525,S,Southampton,True,0,1,1,3.1580636854714434,Young Adult
1,3,male,26.0,0,0,56.4958,S,Southampton,True,0,1,1,4.05171190165724,Young Adult
1,3,male,29.0,0,0,7.75,Q,Queenstown,True,0,1,1,2.169053700369523,Young Adult
1,1,male,36.0,0,0,26.2875,S,Southampton,True,1,1,1,3.3064287218760624,Adult
1,1,female,54.0,1,0,59.4,C,Cherbourg,False,0,2,0,4.100989104940769,Adult
0,3,male,24.0,0,0,7.4958,S,Southampton,True,0,1,1,2.139571923732859,Young Adult
0,1,male,47.0,0,0,34.0208,S,Southampton,True,1,1,1,3.5559421706858756,Adult
1,2,female,34.0,0,0,10.5,S,Southampton,True,1,1,1,2.4423470353692043,Young Adult
0,3,male,,0,0,24.15,Q,Queenstown,True,0,1,1,3.224857896545748,
1,2,female,36.0,1,0,26.0,S,Southampton,False,0,2,0,3.295836866004329,Adult
0,3,male,32.0,0,0,7.8958,S,Southampton,True,0,1,1,2.1855792552411137,Young Adult
1,1,female,30.0,0,0,93.5,S,Southampton,True,1,1,1,4.548599834499697,Young Adult
1,1,female,44.0,0,1,57.9792,C,Cherbourg,False,1,2,0,4.077184839375167,Adult
0,3,male,,0,0,7.2292,C,Cherbourg,True,0,1,1,2.1076888046179385,
0,3,male,40.5,0,0,7.75,Q,Queenstown,True,0,1,1,2.169053700369523,Adult
0,1,male,,0,0,221.7792,S,Southampton,True,1,1,1,5.406181146423973,
0,3,male,39.0,0,0,7.925,S,Southampton,True,0,1,1,2.188856327665703,Adult
0,2,male,23.0,2,1,11.5,S,Southampton,False,0,4,0,2.5257286443082556,Young Adult
1,2,female,2.0,1,1,26.0,S,Southampton,False,0,3,0,3.295836866004329,Child
0,3,male,17.0,1,1,7.2292,C,Cherbourg,False,0,3,0,2.1076888046179385,Teen
1,3,female,,0,2,22.3583,C,Cherbourg,False,0,3,0,3.1509523813392697,
0,3,female,30.0,0,0,8.6625,S,Southampton,True,0,1,1,2.2682524139135403,Young Adult
1,2,female,7.0,0,2,26.25,S,Southampton,False,0,3,0,3.305053521109253,Child
0,1,male,45.0,0,0,26.55,S,Southampton,True,1,1,1,3.3160025355989236,Adult
1,1,female,30.0,0,0,106.425,C,Cherbourg,True,0,1,1,4.676792929661059,Young Adult
0,3,male,,0,0,14.5,S,Southampton,True,0,1,1,2.740840023925201,
1,1,female,22.0,0,2,49.5,C,Cherbourg,False,1,3,0,3.9219733362813143,Young Adult
1,1,female,36.0,0,2,71.0,S,Southampton,False,1,3,0,4.276666119016055,Adult
0,3,female,9.0,4,2,31.275,S,Southampton,False,0,7,0,3.4742929367327062,Child
0,3,female,11.0,4,2,31.275,S,Southampton,False,0,7,0,3.4742929367327062,Child
1,2,male,32.0,1,0,26.0,S,Southampton,False,0,2,0,3.295836866004329,Young Adult
0,1,male,50.0,1,0,106.425,C,Cherbourg,False,1,2,0,4.676792929661059,Adult
0,1,male,64.0,0,0,26.0,S,Southampton,True,0,1,1,3.295836866004329,Senior
1,2,female,19.0,1,0,26.0,S,Southampton,False,0,2,0,3.295836866004329,Young Adult
1,2,male,,0,0,13.8625,C,Cherbourg,True,0,1,1,2.6988412620169004,
0,3,male,33.0,1,1,20.525,S,Southampton,False,0,3,0,3.0692150503137943,Young Adult
1,2,male,8.0,1,1,36.75,S,Southampton,False,0,3,0,3.6309854756950335,Child
1,1,male,17.0,0,2,110.8833,C,Cherbourg,False,1,3,0,4.717456363787216,Teen
0,2,male,27.0,0,0,26.0,S,Southampton,True,0,1,1,3.295836866004329,Young Adult
0,3,male,,0,0,7.8292,Q,Queenstown,True,0,1,1,2.17806441028492,
1,3,male,22.0,0,0,7.225,C,Cherbourg,True,0,1,1,2.1071782966514356,Young Adult
1,3,female,22.0,0,0,7.775,S,Southampton,True,0,1,1,2.1719067693519296,Young Adult
0,1,male,62.0,0,0,26.55,S,Southampton,True,0,1,1,3.3160025355989236,Senior
1,1,female,48.0,1,0,39.6,C,Cherbourg,False,1,2,0,3.703768066607687,Adult
0,1,male,,0,0,227.525,C,Cherbourg,True,0,1,1,5.4316456135398825,
1,1,female,39.0,1,1,79.65,S,Southampton,False,1,3,0,4.390118804571218,Adult
1,3,female,36.0,1,0,17.4,S,Southampton,False,0,2,0,2.91235066461494,Adult
0,3,male,40.0,0,0,7.8958,S,Southampton,True,0,1,1,2.1855792552411137,Adult
0,2,male,28.0,0,0,13.5,S,Southampton,True,0,1,1,2.6741486494265287,Young Adult
0,3,male,24.0,2,0,24.15,S,Southampton,False,0,3,0,3.224857896545748,Young Adult
0,3,male,19.0,0,0,7.8958,S,Southampton,True,0,1,1,2.1855792552411137,Young Adult
0,3,female,29.0,0,4,21.075,S,Southampton,False,0,5,0,3.0944457464900235,Young Adult
1,3,male,32.0,0,0,7.8542,S,Southampton,True,0,1,1,2.180891922715322,Young Adult
1,2,male,62.0,0,0,10.5,S,Southampton,True,0,1,1,2.4423470353692043,Senior
1,1,female,53.0,2,0,51.4792,S,Southampton,False,1,3,0,3.960416900617205,Adult
1,1,male,36.0,0,0,26.3875,S,Southampton,True,1,1,1,3.3100867049215847,Adult
0,3,male,16.0,0,0,8.05,S,Southampton,True,0,1,1,2.2027647577118348,Teen
0,3,male,19.0,0,0,14.5,S,Southampton,True,0,1,1,2.740840023925201,Young Adult
1,2,female,34.0,0,0,13.0,S,Southampton,True,0,1,1,2.6390573296152584,Young Adult
1,1,female,39.0,1,0,55.9,S,Southampton,False,1,2,0,4.041295341132285,Adult
0,3,female,,1,0,14.4583,C,Cherbourg,False,0,2,0,2.738146075922933,
1,3,male,32.0,0,0,7.925,S,Southampton,True,0,1,1,2.188856327665703,Young Adult
1,2,female,25.0,1,1,30.0,S,Southampton,False,0,3,0,3.4339872044851463,Young Adult
1,1,female,39.0,1,1,110.8833,C,Cherbourg,False,1,3,0,4.717456363787216,Adult
0,2,male,54.0,0,0,26.0,S,Southampton,True,0,1,1,3.295836866004329,Adult
0,1,male,36.0,0,0,40.125,C,Cherbourg,True,1,1,1,3.716616209085536,Adult
0,3,male,,0,0,8.7125,C,Cherbourg,True,0,1,1,2.2734137156937657,
1,1,female,18.0,0,2,79.65,S,Southampton,False,1,3,0,4.390118804571218,Teen
0,2,male,47.0,0,0,15.0,S,Southampton,True,0,1,1,2.772588722239781,Adult
1,1,male,60.0,1,1,79.2,C,Cherbourg,False,1,3,0,4.384523514872469,Adult
0,3,male,35.0,0,0,7.125,S,Southampton,True,0,1,1,2.094945728215801,Young Adult
1,1,female,52.0,1,0,78.2667,C,Cherbourg,False,1,2,0,4.37281811610993,Adult
0,3,male,47.0,0,0,7.25,S,Southampton,True,0,1,1,2.1102132003465894,Adult
0,3,female,,0,2,7.75,Q,Queenstown,False,0,3,0,2.169053700369523,
0,2,male,37.0,1,0,26.0,S,Southampton,False,0,2,0,3.295836866004329,Adult
0,3,male,36.0,1,1,24.15,S,Southampton,False,0,3,0,3.224857896545748,Adult
1,2,female,,0,0,33.0,S,Southampton,True,0,1,1,3.5263605246161616,
0,3,male,49.0,0,0,0.0,S,Southampton,True,0,1,1,0.0,Adult
1,1,male,49.0,1,0,56.9292,C,Cherbourg,False,1,2,0,4.0592215752427645,Adult
1,2,female,24.0,2,1,27.0,S,Southampton,False,0,4,0,3.332204510175204,Young Adult
0,1,male,,0,0,42.4,S,Southampton,True,0,1,1,3.770459441106359,
0,3,male,44.0,0,0,8.05,S,Southampton,True,0,1,1,2.2027647577118348,Adult
1,1,male,35.0,0,0,26.55,C,Cherbourg,True,0,1,1,3.3160025355989236,Young Adult
0,3,male,36.0,1,0,15.55,S,Southampton,False,0,2,0,2.806386101823072,Adult
0,3,male,30.0,0,0,7.8958,S,Southampton,True,0,1,1,2.1855792552411137,Young Adult
1,1,male,27.0,0,0,30.5,S,Southampton,True,0,1,1,3.449987545831587,Young Adult
1,2,female,22.0,1,2,41.5792,C,Cherbourg,False,0,4,0,3.7513658711253766,Young Adult
1,1,female,40.0,0,0,153.4625,S,Southampton,True,1,1,1,5.039951348430309,Adult
0,3,female,39.0,1,5,31.275,S,Southampton,False,0,7,0,3.4742929367327062,Adult
0,3,male,,0,0,7.05,S,Southampton,True,0,1,1,2.0856720914304723,
1,2,female,24.0,1,2,65.0,S,Southampton,False,0,4,0,4.189654742026425,Young Adult
0,3,male,34.0,1,1,14.4,S,Southampton,False,0,3,0,2.7343675094195836,Young Adult
0,3,female,26.0,1,0,16.1,S,Southampton,False,0,2,0,2.8390784635086144,Young Adult
1,2,female,4.0,2,1,39.0,S,Southampton,False,1,4,0,3.6888794541139363,Child
0,2,male,26.0,0,0,10.5,S,Southampton,True,0,1,1,2.4423470353692043,Young Adult
0,3,male,27.0,1,0,14.4542,C,Cherbourg,False,0,2,0,2.737880811060884,Young Adult
1,1,male,42.0,1,0,52.5542,S,Southampton,False,1,2,0,3.9806942251907276,Adult
1,3,male,20.0,1,1,15.7417,C,Cherbourg,False,0,3,0,2.817902613071225,Young Adult
0,3,male,21.0,0,0,7.8542,S,Southampton,True,0,1,1,2.180891922715322,Young Adult
0,3,male,21.0,0,0,16.1,S,Southampton,True,0,1,1,2.8390784635086144,Young Adult
0,1,male,61.0,0,0,32.3208,S,Southampton,True,1,1,1,3.5061818266142577,Senior
0,2,male,57.0,0,0,12.35,Q,Queenstown,True,0,1,1,2.5915163848462583,Adult
1,1,female,21.0,0,0,77.9583,S,Southampton,True,1,1,1,4.368919865004903,Young Adult
0,3,male,26.0,0,0,7.8958,S,Southampton,True,0,1,1,2.1855792552411137,Young Adult
0,3,male,,0,0,7.7333,Q,Queenstown,True,0,1,1,2.167143305297764,
1,1,male,80.0,0,0,30.0,S,Southampton,True,1,1,1,3.4339872044851463,Senior
0,3,male,51.0,0,0,7.0542,S,Southampton,True,0,1,1,2.086193694502369,Adult
1,1,male,32.0,0,0,30.5,C,Cherbourg,True,1,1,1,3.449987545831587,Young Adult
0,1,male,,0,0,0.0,S,Southampton,True,0,1,1,0.0,
0,3,female,9.0,3,2,27.9,S,Southampton,False,0,6,0,3.3638415951183864,Child
0,2,male,31.0,1,1,26.25,S,Southampton,False,0,3,0,3.305053521109253,Young Adult
0,3,female,41.0,0,5,39.6875,S,Southampton,False,0,6,0,3.705920919968788,Adult
0,3,male,,1,0,16.1,S,Southampton,False,0,2,0,2.8390784635086144,
0,3,female,2.0,3,2,27.9,S,Southampton,False,0,6,0,3.3638415951183864,Child
1,3,male,,0,0,56.4958,S,Southampton,True,0,1,1,4.05171190165724,
1,1,male,48.0,1,0,76.7292,C,Cherbourg,False,1,2,0,4.353230991152628,Adult
1,1,male,56.0,0,0,35.5,C,Cherbourg,True,1,1,1,3.597312260588446,Adult
0,3,male,,0,0,7.55,S,Southampton,True,0,1,1,2.145931282948669,
1,3,female,23.0,0,0,7.55,S,Southampton,True,0,1,1,2.145931282948669,Young Adult
1,2,female,18.0,0,1,23.0,S,Southampton,False,0,2,0,3.1780538303479458,Teen
0,3,male,21.0,0,0,8.4333,S,Southampton,True,0,1,1,2.2442459824059346,Young Adult
1,3,female,,0,0,7.8292,Q,Queenstown,True,0,1,1,2.17806441028492,
0,3,female,18.0,0,0,6.75,Q,Queenstown,True,0,1,1,2.0476928433652555,Teen
0,2,male,24.0,2,0,73.5,S,Southampton,False,0,3,0,4.310799125385514,Young Adult
0,3,female,32.0,1,1,15.5,Q,Queenstown,False,0,3,0,2.803360380906535,Young Adult
0,2,male,23.0,0,0,13.0,S,Southampton,True,0,1,1,2.6390573296152584,Young Adult
0,1,male,58.0,0,2,113.275,C,Cherbourg,False,1,3,0,4.738607824217808,Adult
1,1,male,50.0,2,0,133.65,S,Southampton,False,0,3,0,4.902678819257608,Adult
0,3,male,40.0,0,0,7.225,C,Cherbourg,True,0,1,1,2.1071782966514356,Adult
0,1,male,47.0,0,0,25.5875,S,Southampton,True,1,1,1,3.2804411805263554,Adult
0,3,male,36.0,0,0,7.4958,S,Southampton,True,0,1,1,2.139571923732859,Adult
1,3,male,20.0,1,0,7.925,S,Southampton,False,0,2,0,2.188856327665703,Young Adult
0,2,male,32.0,2,0,73.5,S,Southampton,False,0,3,0,4.310799125385514,Young Adult
0,3,male,,0,0,7.775,S,Southampton,True,0,1,1,2.1719067693519296,
0,3,male,43.0,0,0,8.05,S,Southampton,True,0,1,1,2.2027647577118348,Adult
1,1,female,,1,0,52.0,S,Southampton,False,1,2,0,3.970291913552122,
1,2,female,40.0,1,1,39.0,S,Southampton,False,0,3,0,3.6888794541139363,Adult
0,1,male,31.0,1,0,52.0,S,Southampton,False,1,2,0,3.970291913552122,Young Adult
0,2,male,70.0,0,0,10.5,S,Southampton,True,0,1,1,2.4423470353692043,Senior
1,2,male,31.0,0,0,13.0,S,Southampton,True,0,1,1,2.6390573296152584,Young Adult
0,3,male,18.0,0,0,7.775,S,Southampton,True,0,1,1,2.1719067693519296,Teen
0,3,male,24.5,0,0,8.05,S,Southampton,True,0,1,1,2.2027647577118348,Young Adult
1,3,female,18.0,0,0,9.8417,S,Southampton,True,0,1,1,2.3833998102837652,Teen
0,3,female,43.0,1,6,46.9,S,Southampton,False,0,8,0,3.8691155044168695,Adult
1,1,male,36.0,0,1,512.3292,C,Cherbourg,False,1,2,0,6.240917354759096,Adult
